X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-4034144.696,3187748.668,train,2.0950517481259725E-4,17.04831888228764,0.486738283900205
-3961862.461,3181536.967,train,1.7905335770719205E-4,10.678775252087748,0.44766145471059143
-3863356.111,3089374.055,train,2.9117518479927676E-4,34.25692303392114,0.5685940838786853
-3847693.003,3151560.833,train,3.5253769701935883E-4,46.73148197900931,0.6147563003619364
-3838112.872,3122033.207,train,3.8870516219148793E-4,54.023306250626234,0.6376117418442124
-3843651.779,3150974.829,train,3.5253769701935883E-4,46.73148197900931,0.6147563003619364
-3822618.458,3146664.429,train,3.398343672884115E-4,44.13057471997728,0.6060290138130746
-3820874.613,3150041.794,train,2.675058725621653E-4,30.345782835438722,0.5476880486055047
-3816285.908,3151145.391,train,2.675058725621653E-4,30.345782835438722,0.5476880486055047
-3810796.934,3150293.183,train,2.675058725621653E-4,30.345782835438722,0.5476880486055047
-3817536.985,3159674.431,train,3.9860704790157245E-4,55.09951131925914,0.6434037698714018
-3806178.038,3176770.412,train,3.0684846587524287E-4,37.9996523430269,0.58140562248365
-3792573.917,3138966.726,train,3.57052771487122E-4,48.08195661723477,0.6177657834291184
-3732262.137,3137742.128,train,4.0730200270113365E-4,56.69978953874636,0.6483392550083178
-3717553.235,3135221.365,train,5.301712167855607E-4,76.59725378339577,0.705866474224616
-3695564.855,3156402.259,train,5.201229560816142E-4,75.28230144105646,0.7018781439054296
-3855270.434,3114925.097,train,3.5373540997676997E-4,47.100264585663886,0.6155592339160276
-3819476.384,3092257.905,train,1.3494868744781536E-4,5.9126486507838685,0.37920754786053246
-3703165.014,3065079.091,train,2.313752582020706E-4,20.301286354876023,0.5115562261169527
-3644199.098,3022470.619,train,4.41311413608811E-4,65.08862075667585,0.6663990241284874
-3655475.395,3041583.216,train,4.0628211472023624E-4,56.44544958283157,0.6477674239169785
-3642361.296,3057928.963,train,3.653853215260502E-4,49.13074164972265,0.6231980677593445
-3611746.72,3112638.555,train,5.255525035752725E-4,75.8464144128649,0.7040465605125286
-3575654.3,3079236.011,train,2.525596871436009E-4,25.62982838361078,0.5334101058159123
-3512452.704,3042729.138,train,1.7991664303081354E-4,10.827986859165728,0.4488510263259125
-3646145.555,3074223.018,train,3.9126282193787385E-4,54.35239002858436,0.6391257723774871
-3486850.481,3023792.254,train,2.4534675228558557E-4,23.39971034480123,0.5261921963938377
-3535060.65,3074855.13,train,4.292273391120717E-4,62.381570890087076,0.6601985076130139
-3516690.089,3067210.483,train,2.0719109182211153E-4,16.52645071748511,0.4839639436049154
-3429077.797,3033913.946,train,3.766570132010368E-4,52.02910415734512,0.6303054094991007
-3431241.119,3039740.773,train,2.6676253191376296E-4,29.95556857190725,0.5469986230976024
-3450823.26,3097441.509,train,2.093338215848917E-4,16.961168025546648,0.48653387262829884
-3431390.179,3100312.236,train,3.2683558471201577E-4,42.49897093166517,0.5966797188698622
-3419919.816,3103729.416,train,4.177043690932867E-4,58.59778581505641,0.6540673404097527
-3420628.554,3111149.639,train,4.177043690932867E-4,58.59778581505641,0.6540673404097527
-3396603.657,3100130.628,train,4.46278810976917E-4,65.91541657332488,0.6688827286621354
-3320788.422,2966068.847,train,4.34007967994075E-4,63.32009175837749,0.6626788734172021
-3304630.239,2963130.249,train,4.763609598262477E-4,69.88778617965824,0.6831677833218616
-3342741.857,2990656.149,train,3.5371914290701755E-4,47.09736033046596,0.6155483510728459
-3357040.129,3002414.448,train,3.7080311669726644E-4,50.79866262378867,0.6266480432919438
-3263717.722,2995796.135,train,5.370802654807116E-4,77.18612070888757,0.7085474477513286
-3259556.458,3006455.541,train,4.990025267263126E-4,72.77991921332875,0.6931321363263261
-3275191.73,3029804.853,train,5.319624472873789E-4,76.80185259679844,0.7065662645393433
-3381801.117,2938573.088,train,1.4428462369135642E-5,0.17059930996375355,0.06130639652759077
-3240110.884,3084466.103,train,1.0611159491165358E-4,3.5645058228253554,0.32446738281664966
-3365166.015,2947795.255,train,2.3548142386942136E-4,21.163820367855802,0.5159506562245965
-3322068.475,3118507.72,train,5.383138370300344E-4,77.34127294487769,0.7090209867530619
-3312157.941,3121993.684,train,4.2024141931002113E-4,59.42606969026708,0.6554361788244331
-3221692.794,3109643.666,train,2.5639541580328828E-5,0.3756614441737886,0.10398858717242097
-3209713.808,3125712.123,train,2.537749803536244E-4,25.74964112937339,0.5346046447915733
-3152938.418,3100563.59,train,8.256286132095054E-5,2.457523161911205,0.27204974281716615
-3150826.324,3138947.342,train,6.298379524063475E-4,85.37999298844836,0.7403243058444655
-3139686.272,3142615.36,train,3.005961676019017E-4,37.14873092240014,0.5763872372626093
-3111070.929,2974240.716,train,3.3204062112893493E-4,43.145550414232304,0.6004761750959847
-3120302.505,3095903.22,train,3.323570564781566E-4,43.19591577018783,0.6007046738218482
-3105995.361,3103703.279,train,8.252674236523446E-5,2.455370400297898,0.2719630960899144
-3226396.461,2992338.669,train,4.2698798264507884E-4,61.65666532026567,0.6590240586994373
-3079331.547,2963823.343,train,1.1410739820668762E-4,4.150808015377089,0.34058964819955345
-3067808.234,3052038.654,train,2.5898929582800846E-4,27.529666872299494,0.5396612467114376
-3161215.987,2952972.888,train,1.1361803021650938E-4,4.129952439685367,0.3396250559092732
-2968177.322,3121121.718,train,3.3252654404720646E-4,43.22289221819287,0.600826953747509
-2993939.496,3138859.889,train,3.493137217662836E-4,45.508712118251566,0.6125782237445778
-3151749.731,2986951.904,train,2.7300985075414763E-4,31.607923450339808,0.5527282525993646
-3144945.239,2991423.636,train,2.6104938287279826E-4,28.30956715421231,0.5416288713108739
-3038274.708,2944786.698,train,2.1274643302105888E-4,17.237149129230882,0.4905744298486963
-3043852.864,2950155.579,train,2.3153424902843146E-4,20.320074206405554,0.5117278629399995
-3050522.885,2957305.717,train,2.844062157681051E-4,33.52654846715095,0.5628153134015405
-3048306.071,2974044.457,train,3.262127046441986E-4,41.78079977141165,0.5962205625420834
-3039479.04,3089037.625,train,1.1383210506237849E-4,4.1390757461568235,0.3400473654316644
-3179704.58,2980121.523,train,2.0781645531548049E-4,16.638100155117275,0.4847166412718916
-3187902.887,2990488.844,train,3.524680722062962E-4,46.712842736256334,0.6147095214900741
-3146503.757,2987732.077,train,2.6104938287279826E-4,28.30956715421231,0.5416288713108739
-3016163.216,2932923.166,train,1.0663544016367322E-6,0.010259281122184794,0.004803659512083258
-3044556.217,3080962.187,train,3.619538260394557E-4,48.518121078552674,0.6209797649454204
-3063210.277,3032532.901,train,1.877859123786179E-4,12.197164176213706,0.4594628695590121
-3061788.735,3000850.325,train,3.8870485946068933E-4,54.023237401989704,0.6376115618879612
-3045780.787,3004814.61,train,3.629246340014827E-4,48.749173304487556,0.6216099923235037
-3030826.667,2997814.707,train,3.396714830313399E-4,44.09795431054465,0.6059145427701016
-3083795.286,3040205.809,train,2.0993262597483777E-4,17.07322146743539,0.487247491700538
-2950222.13,2991439.997,train,3.17879180724772E-4,40.015316146016595,0.5899753863808035
-2969975.763,3014427.304,train,3.535166891841137E-4,47.06121508205733,0.6154128558016978
-2987337.46,3027439.335,train,3.2621559143631494E-4,41.783822654413335,0.5962226929535785
-2966899.577,3027423.522,train,3.277573346188928E-4,42.63846964503023,0.5973572744107523
-2497217.449,2881246.906,train,7.202159285699529E-5,1.8991706544838234,0.24585517650335575
-2703920.91,3085333.111,train,1.3911485715977724E-4,6.446015102320292,0.3863910618632164
-2271782.184,2474329.332,train,5.131858024658972E-4,74.61149883336117,0.6990609577672041
-2411175.94,2852634.06,train,3.4506317788805414E-5,0.6714035399133159,0.1350922100613423
-2310985.033,2669202.87,train,3.8927940781692625E-4,54.12867851084022,0.6379527768142194
-4223518.45,3226780.345,train,2.395786804760053E-4,22.568039876001208,0.5202574386255194
-4062524.783,3186206.574,train,3.2221073686594133E-4,41.26137778793215,0.5932453900479241
-3842203.245,3155126.963,train,4.1896106159957226E-4,59.18003995095078,0.6547467321605829
-3807853.115,3172565.159,train,3.0684846587524287E-4,37.9996523430269,0.58140562248365
-3691314.508,3156314.321,train,3.7083339748568303E-4,50.80293908449723,0.6266671481448627
-3685771.983,3156328.505,train,3.7083339748568303E-4,50.80293908449723,0.6266671481448627
-3695183.548,3111361.721,train,5.032200283409353E-4,73.69667772327978,0.6949193775435056
-3643182.099,3057098.361,train,3.653853215260502E-4,49.13074164972265,0.6231980677593445
-3685054.931,3067335.114,train,2.4466764436657063E-4,23.221889348116132,0.5255011008486222
-3774604.473,3074669.431,train,1.6765124355531402E-4,9.554183249091873,0.4314538690683716
-3771404.859,3087050.997,train,2.3697659565507874E-4,21.553245394132258,0.5175312192775736
-3847807.745,3076420.606,train,1.1813445458113202E-4,4.3365607269240325,0.3484216360509312
-3654296.067,3068008.004,train,3.1595190892000016E-4,39.843077012678265,0.5885034774319867
-3662738.674,3047126.013,train,4.4238396703504283E-4,65.28965794911672,0.6669384510592494
-3352913.272,3103104.529,train,4.874103531489617E-4,71.35182022317807,0.6881101043835607
-3338568.105,2991911.92,train,3.773561557812464E-4,52.29205206578934,0.6307374316503902
-3275005.286,3006361.428,train,5.677831827271421E-4,79.59865383984649,0.7198931935060684
-3267360.309,2963381.978,train,4.360388787748687E-4,63.842673194318024,0.6637216593482144
-3215627.966,3087160.532,train,2.9357127855144754E-4,35.34734600369827,0.5706032255498003
-3206820.205,2993651.291,train,3.111294089118536E-4,38.66431634520544,0.5847736807312813
-3201198.889,2998794.126,train,3.8476567038341373E-4,53.37682452490581,0.6352547075852327
-3054004.578,3004013.015,train,3.788382700085397E-4,52.4829984888713,0.6316499457438924
-3057277.877,3008363.176,train,3.7477340122966864E-4,51.68525009613122,0.6291364200149255
-3058625.305,3045085.78,train,1.7512409921866564E-4,10.326789926455522,0.4421815793080829
-3165003.846,2996459.895,train,5.802912855240001E-4,81.03330520474252,0.7242660698376016
-3159139.808,2993319.378,train,2.475628271912488E-4,23.908454300068126,0.5284334526477618
-3154045.647,2995753.846,train,4.410638872909694E-4,65.04222493640522,0.6662742857065874
-3109088.906,2984977.05,train,3.11444150411313E-4,38.718072700736414,0.585019167902005
-3111903.386,2996873.963,train,3.6097081142952823E-4,48.43791687970929,0.6203394705528404
-3074588.516,3001898.782,train,3.253306966948511E-4,41.68010445805163,0.5955685987961377
-3064379.513,3008464.243,train,4.000655128950153E-4,55.32089144853077,0.644241280237208
-3039936.777,3042418.97,train,1.8960813939650293E-4,12.440950775672725,0.46186216330610147
-3080417.937,3056576.125,train,2.4264485347947102E-4,22.855038641896826,0.5234306056578281
-3070242.639,3056281.243,train,2.5898929582800846E-4,27.529666872299494,0.5396612467114376
-3072658.129,3060348.549,train,3.9562075967581483E-4,54.78293342165758,0.6416765581728715
-3139809.659,2949399.613,train,3.414238523519504E-4,44.71373938220624,0.6071425838250508
-3125660.496,2948736.128,train,2.9894818145405084E-4,36.8808087457619,0.5750443855888482
-3210050.049,2961073.812,train,1.8199952793612954E-4,11.205969451164462,0.45170016945963176
-3208122.19,2971075.556,train,1.7671075449362045E-4,10.427186074933575,0.4444074183219684
-3135796.521,3143402.493,train,1.2830063039522382E-4,5.501588342327091,0.3673896747633784
-3054546.087,2951887.354,train,2.602827621138915E-4,28.118462925785213,0.5408986267982229
-3061069.541,2975502.211,train,3.6456457531838766E-4,49.06416340662599,0.6226698592616244
-3024629.743,3031801.242,train,1.3451026606037679E-4,5.871242902546431,0.37844180697566804
-3055698.492,3072826.657,train,4.74001372980853E-4,69.49251254091637,0.6820919904747694
-3035253.483,2935464.287,train,6.5789574369238565E-6,0.07612207665139725,0.028918427262568335
-3048273.739,2944613.194,train,2.3153424902843146E-4,20.320074206405554,0.5117278629399995
-3066568.46,2976864.991,train,3.057998140801729E-4,37.58696790050469,0.5805722411948444
-3035920.335,2962744.062,train,2.723236759301419E-4,31.545422800055192,0.5521060334994867
-2964607.151,3002202.739,train,3.1468053473918876E-4,39.668653148148465,0.5875266962538248
-2752282.369,3067396.432,train,2.6355373463169524E-4,28.519781588074864,0.5439982852579978
-2734984.564,3081033.171,train,6.149074714987444E-4,83.91217974406186,0.735685698181724
-2722098.088,3078883.382,train,1.5001382215755493E-4,7.773046835309383,0.40442035346403227
-2652973.574,3082248.656,train,5.41913833656194E-4,78.15592498078793,0.7103941839877527
-2241271.6,2282620.543,train,4.680374983473108E-4,68.90616674213099,0.6793400657195524
-2252365.53,2255821.619,train,3.61424679866199E-4,48.47494802245717,0.6206353699961512
-2209247.816,143748.0014,train,6.15105017915713E-4,83.93569895904864,0.7357481535438753
-2211775.734,147785.0387,train,6.15105017915713E-4,83.93569895904864,0.7357481535438753
-2227193.129,242475.9933,train,4.07641129027191E-4,56.780500237733364,0.6485289853514801
-2232962.587,200604.8138,train,7.515222388902661E-4,92.477139933694,0.7728181644014643
-2089290.218,-431263.6451,train,8.563755714059844E-4,96.15763012107769,0.794929772840512
-2094684.857,-430602.2897,train,8.563755714059844E-4,96.15763012107769,0.794929772840512
-2119819.652,-419579.6209,train,0.0010159705605649577,99.37466139406801,0.8213897849046425
-2110588.505,-424691.7814,train,0.0010159705605649577,99.37466139406801,0.8213897849046425
-2071243.412,-449677.9159,train,6.952336098850559E-4,88.79026498077384,0.7588600988355412
-2103913.629,-444807.9881,train,3.726038151897193E-4,51.43121844417074,0.6277807569434197
-2098179.504,-449621.7335,train,8.735211316593811E-4,96.8937524171542,0.7981424069351108
-2037036.439,-449176.2658,train,4.40763380248603E-4,64.97938071058351,0.6661227227498957
-2084685.477,-449042.9804,train,7.500639263754029E-4,92.02683653403473,0.7724769624829481
-2200802.276,106287.5518,train,5.233038844739724E-4,75.52025181960357,0.7031523603025228
-2199542.484,110001.1875,train,5.233038844739724E-4,75.52025181960357,0.7031523603025228
-2207677.428,90618.34851,train,5.886644080129975E-4,81.85674134495635,0.7271178410343554
-2207876.237,79837.22346,train,5.80382271630434E-4,81.18976640216864,0.724297378756183
-2209094.796,80217.4426,train,5.80382271630434E-4,81.18976640216864,0.724297378756183
-2206074.467,78734.96552,train,5.80382271630434E-4,81.18976640216864,0.724297378756183
-2217563.599,44591.39817,train,3.5811383833643496E-4,48.1898696264122,0.6184662173757687
-2220086.954,50809.50059,train,3.5811383833643496E-4,48.1898696264122,0.6184662173757687
-2204480.089,115802.6928,train,5.233038844739724E-4,75.52025181960357,0.7031523603025228
-2204292.359,118197.4509,train,6.783000496723994E-4,87.68990317902909,0.7543191081058589
-2201261.873,106598.7864,train,5.233038844739724E-4,75.52025181960357,0.7031523603025228
-2123831.56,-279889.1509,train,5.016212285818387E-4,73.54770497776735,0.6942443132745586
-2127830.513,-265065.3421,train,5.246376631501367E-4,75.75338573704505,0.7036834100630565
-2123992.188,-274275.5163,train,6.228996441695348E-4,85.02482672110865,0.7381891260472163
-2173712.249,-140323.8007,train,2.1456563519575594E-4,17.445621313585004,0.4927025017996745
-2182982.086,-136390.675,train,5.80426256297095E-4,81.26499349261411,0.7243125116204704
-1812336.229,-1232837.358,train,3.6802506475444E-4,49.43060507342385,0.6248869480269766
-1814133.143,-1228740.095,train,5.436453516661165E-4,78.22622606061367,0.7110500555307145
-2166283.892,-98536.08917,train,7.78755829665212E-4,93.01676811454958,0.7790071381124901
-2198242.738,116287.5596,train,5.233038844739724E-4,75.52025181960357,0.7031523603025228
-2184611.072,-25767.13492,train,6.428872549708961E-4,86.02828824750439,0.7442471491937968
-2184325.522,15876.03153,train,6.328259674633438E-4,85.65445726134381,0.7412331399559436
-2163469.454,-100621.1634,train,7.78755829665212E-4,93.01676811454958,0.7790071381124901
-1880158.74,1276153.709,train,2.040935066857593E-4,15.35769875257312,0.4802029814458519
-2176118.633,-47856.73456,train,6.83537175548913E-4,88.0296173023656,0.7557416846064666
-1858004.776,1264155.478,train,2.3696033459369385E-4,21.543680178462743,0.5175140850462542
-1953713.343,-503218.4233,train,5.311669200676005E-4,76.75637664404182,0.7062558828129432
-2076681.364,1729126.689,train,4.0557298029533556E-4,56.252007939988786,0.6473687289157184
-2163215.51,-101627.1991,train,7.78755829665212E-4,93.01676811454958,0.7790071381124901
-2077432.347,1729770.685,train,3.008207675988104E-4,37.17817481692607,0.5765695943735013
-2076558.24,1729158.872,train,4.0557298029533556E-4,56.252007939988786,0.6473687289157184
-2133608.552,712165.1494,train,5.633196792140183E-4,79.36934318537087,0.7182989676003557
-2191729.934,461402.3743,train,7.931309836325843E-4,93.3297123916858,0.7821399209311797
-2184179.993,14387.29221,train,6.328259674633438E-4,85.65445726134381,0.7412331399559436
-2016741.655,-518965.4973,train,1.815285061580843E-4,11.11580727851825,0.451058447226785
-2240200.103,1998671.838,train,6.568933333278935E-4,86.68837366071631,0.7483278437199103
-2227490.095,212724.4708,train,6.977986662761251E-4,89.06881616967942,0.7595333586818125
-2247142.261,1991492.38,train,6.568933333278935E-4,86.68837366071631,0.7483278437199103
-1839357.882,1254534.315,train,3.1916268300726674E-4,40.516133130200444,0.5909498038446233
-1889119.512,1417010.353,train,3.6368981434695694E-4,48.93130762210518,0.6221052556811081
-2185600.715,-25170.24527,train,6.428872549708961E-4,86.02828824750439,0.7442471491937968
-2184215.775,15955.81131,train,6.328259674633438E-4,85.65445726134381,0.7412331399559436
-2184217.583,15889.05855,train,6.328259674633438E-4,85.65445726134381,0.7412331399559436
-2190216.457,462300.0001,train,7.931309836325843E-4,93.3297123916858,0.7821399209311797
-2185013.363,-25679.05836,train,6.428872549708961E-4,86.02828824750439,0.7442471491937968
-2078870.35,816148.0381,train,6.04239398542688E-4,82.50992347006849,0.7322685173349028
-1858334.316,1275628.619,train,1.9567412859653084E-4,13.542177555732309,0.46969790986175325
-1868293.37,1274567.584,train,1.2636780142213943E-4,5.3393740324606025,0.3638689002505598
-2062494.182,-395714.3675,train,8.377224926225752E-4,95.28443488131127,0.7913164799117207
-3186053.055,3127583.841,train,4.2681043276896185E-4,61.58220532562098,0.6589305937541575
-2918474.388,3130671.382,train,2.4256444806122394E-4,22.844243458427503,0.5233479305391968
-3184895.691,3129858.128,train,4.2681043276896185E-4,61.58220532562098,0.6589305937541575
-2842972.001,3142722.484,train,4.1284558277783235E-4,57.571650382867205,0.6514152419746009
-3156771.64,3140361.356,train,6.298379524063475E-4,85.37999298844836,0.7403243058444655
-2718189.352,3141168.156,train,4.0733384493788936E-4,56.70736925879387,0.6483570784356129
-2729491.194,3132754.735,train,2.631429990005063E-4,28.485304579056134,0.5436113613549434
-2735163.858,3119067.615,train,3.6840240980148717E-4,49.50343485410883,0.6251271334890405
-2157776.31,-162868.9736,train,2.983416211806615E-4,36.68130739976177,0.5745479876189137
-2171340.507,-116144.8994,train,8.075288605748877E-4,94.05249459893378,0.7851898711453226
-2171367.589,-118876.8623,train,5.790477521791473E-4,80.91681768280549,0.7238374479802079
-2163367.024,-151184.9292,train,4.303885509173796E-6,0.04527801082839587,0.01910923217497623
-2157514.263,-166517.5527,train,2.983416211806615E-4,36.68130739976177,0.5745479876189137
-2152011.462,-177847.0039,train,8.170108115060782E-5,2.406159349391108,0.2699767549045361
-2143644.557,-210917.157,train,6.61866793693668E-4,87.01727952940547,0.7497457163910806
-2145022.394,-204476.0644,train,6.61866793693668E-4,87.01727952940547,0.7497457163910806
-2155896.215,-174223.2181,train,8.170108115060782E-5,2.406159349391108,0.2699767549045361
-2158443.022,-162117.057,train,2.983416211806615E-4,36.68130739976177,0.5745479876189137
-2144324.879,-205719.4373,train,6.61866793693668E-4,87.01727952940547,0.7497457163910806
-2167778.899,-146481.5837,train,3.840415613547065E-4,53.28775784106626,0.6348181266664987
-2156621.408,-169425.5592,train,2.983416211806615E-4,36.68130739976177,0.5745479876189137
-2166334.74,-147857.374,train,3.840415613547065E-4,53.28775784106626,0.6348181266664987
-2154396.932,-176387.9892,train,8.170108115060782E-5,2.406159349391108,0.2699767549045361
-2078313.239,1630198.146,train,4.3655454650606563E-4,64.5399168016176,0.6639854071632072
-2062205.062,1629035.661,train,2.255155380088271E-4,19.44087324899532,0.5051451464873201
-2078022.244,1630057.507,train,4.3655454650606563E-4,64.5399168016176,0.6639854071632072
-2068308.624,1622160.898,train,3.614265229227129E-4,48.475098397507175,0.620636570636218
